,Unnamed: 0,abstract,date,desk,headline,id,locations,section,snippet,source,subjects,type,url,word_count
86,86,"b""Pres Bush's inauguration will have theme Celebrating Freedom, Honoring Service and will focus on American troops serving in Iraq and Afghanistan; cost of four-day celebration, Jan 18-21, is estimated at close to $40 million, and will be most expensive in history (M)""",2004-12-17,National Desk,"b""Bush's Inauguration Will Pay Honor to U.S. Troops""",nyt://article/44d41e9f-836a-576a-b879-1290bee1cc07,"['Iraq', 'AFGHANISTAN']",U.S.,"b""Pres Bush's inauguration will have theme Celebrating Freedom, Honoring Service and will focus on American troops serving in Iraq and Afghanistan; cost of four-day celebration, Jan 18-21, is estimated at close to $40 million, and will be most expen...""",The New York Times,"['Inaugurations', 'United States International Relations', 'United States Politics and Government', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2004/12/17/politics/bushs-inauguration-will-pay-honor-to-us-troops.html,389.0
59,59,"b'Civil rights lawyers Jonathan C Moore and William H Goodman are contacted by friends and family of Sheik Mohammed Ali Hassan al-Moayad about defending him against terrorism charges he faces in Brooklyn; sheik has complained that his court-appointed lawyer, Howard L Jacobs, is on side of government; photo (S)'",2004-12-17,Metropolitan Desk,b'Metro Briefing | New York: Brooklyn: Sheik May Seek New Lawyers',nyt://article/ef62db95-d6dc-5aad-ad55-b2f474ac982d,['New York City'],New York,b'Civil rights lawyers Jonathan C Moore and William H Goodman are contacted by friends and family of Sheik Mohammed Ali Hassan al-Moayad about defending him against terrorism charges he faces in Brooklyn; sheik has complained that his court-appointe...',The New York Times,['Terrorism'],News,https://www.nytimes.com/2004/12/17/nyregion/metro-briefing-new-york-brooklyn-sheik-may-seek-new-lawyers.html,173.0
47,47,"b""Panel of nine law lords of House of Lords, Britain's highest court, rules that government cannot continue to indefinitely detain foreigners suspected of terrorism without charging or trying them, saying practice violates European human rights conventions; rules in favor of nine foreign Muslim men, at least one of whom has been in detention for three years; ruling parallels US Supreme Court ruling in June that people regarded as enemy combatants at Guantanamo Bay, Cuba, must be given ability to challenge their detention before a judge or other neutral decision maker; two rulings, taken together, complicate efforts of Britain and US in campaign against terrorism; Charles Clarke, new home secretary, says he will not immediately release detainees, saying that it is up to Parliament to amend Anti-Terrorism, Crime and Security Act of 2001 in accordance with law lords' decision; photo (M)""",2004-12-17,Foreign Desk,b'British Court Strikes Down Antiterror Act',nyt://article/915cf572-4231-5895-bf94-0d2f0ffeab8b,"['Great Britain', 'AFGHANISTAN']",World,"b""Panel of nine law lords of House of Lords, Britain's highest court, rules that government cannot continue to indefinitely detain foreigners suspected of terrorism without charging or trying them, saying practice violates European human rights conv...""",The New York Times,"['GUANTANAMO BAY NAVAL BASE (CUBA)', 'Search and Seizure', 'Law and Legislation', 'Freedom and Human Rights', 'Terrorism', 'Decisions and Verdicts']",News,https://www.nytimes.com/2004/12/17/world/british-court-strikes-down-antiterror-act.html,1529.0
66,66,"b'Federal Judge John D Bates rules that US courts have jurisdiction over Ahmed Abu Ali, American citizen jailed in Saudi Arabia as terrorism suspect; family charges he is being kept there and mistreated at US behest (M)'",2004-12-17,Foreign Desk,b'U.S. Asserts Authority Over American in Saudi Jail',nyt://article/cf1726d0-85a2-5bd2-905f-6c07ea991f93,['Saudi Arabia'],World,"b'Federal Judge John D Bates rules that US courts have jurisdiction over Ahmed Abu Ali, American citizen jailed in Saudi Arabia as terrorism suspect; family charges he is being kept there and mistreated at US behest (M)'",The New York Times,"['Terrorism', 'Decisions and Verdicts']",News,https://www.nytimes.com/2004/12/17/world/middleeast/us-asserts-authority-over-american-in-saudi-jail.html,653.0
64,64,"b""Prosecutor questions Ahmed Abdel Sattar, postal worker on trial in Manhattan, about fatwa he wrote with fugitve terrorist Rifai Taha that mandated killing Jews; Sattar, co-defendant of Lynne F Stewart, lawyer accused of passing on messages from imprisoned terrorist, Sheik Omar Abdel Rahman, says that at time he wrote fatwa, he was outraged by television photos of shooting of boy by Israeli soldiers and riots after Ariel Sharon's visit to Al Aqsa mosque (M)""",2004-12-17,Metropolitan Desk,b'U.S. Presses Co-Defendant Near Close of Terror Trial',nyt://article/c8ae4bc2-52e1-57c0-a15c-cc2468a262fc,"['New York City', 'Israel']",New York,"b'Prosecutor questions Ahmed Abdel Sattar, postal worker on trial in Manhattan, about fatwa he wrote with fugitve terrorist Rifai Taha that mandated killing Jews; Sattar, co-defendant of Lynne F Stewart, lawyer accused of passing on messages from im...'",The New York Times,"['JEWS', 'Courts', 'Terrorism']",News,https://www.nytimes.com/2004/12/17/nyregion/us-presses-codefendant-near-close-of-terror-trial.html,775.0
60,60,"b""Jennifer Wilkins Op-Ed article contends that combination of cheap food from overseas and consolidation of domestic production compromises America's ability to feed itself; maintains that food system in which control of critical elements is concentrated in few hands can and will fall victim to terrorism or accidents; suggests establishing community-based food systems that include many small farmers and diversity of products; says such systems make large-scale contamination impossible, even for determined bioterrorists; drawing (M)""",2004-12-18,Editorial Desk,"b'Think Globally, Eat Locally'",nyt://article/e087efbf-ed10-5fe1-9a3c-0c6a6784fc0e,[],Opinion,"b""Jennifer Wilkins Op-Ed article contends that combination of cheap food from overseas and consolidation of domestic production compromises America's ability to feed itself; maintains that food system in which control of critical elements is concent...""",The New York Times,"['AGRICULTURE', 'Farmers', 'International Trade and World Market', 'Terrorism', 'Food Contamination and Poisoning', 'Food']",Op-Ed,https://www.nytimes.com/2004/12/18/opinion/think-globally-eat-locally.html,844.0
42,42,"b""Russia's lower house of Parliament votes 385 to 47 to give preliminary approval to counterterrorism law that would hand Kremlin broad powers to declare states of emergency, restrict free speech and clamp down on communications, organizations and news media in cases of terrorist threats or attacks (M)""",2004-12-18,Foreign Desk,b'Russian Lawmakers Advance Counterterrorism Measures',nyt://article/3aac8f76-a0f7-5d7d-a45e-3060e4d5f4db,['Russia'],World,"b""Russia's lower house of Parliament votes 385 to 47 to give preliminary approval to counterterrorism law that would hand Kremlin broad powers to declare states of emergency, restrict free speech and clamp down on communications, organizations and n...""",The New York Times,"['Legislatures and Parliaments', 'Freedom of the Press', 'Politics and Government', 'Freedom of Speech and Expression', 'Law and Legislation', 'Telephones and Telecommunications', 'Terrorism', 'News and News Media']",News,https://www.nytimes.com/2004/12/18/world/europe/russian-lawmakers-advance-counterterrorism-measures.html,537.0
58,58,"b""Fame may be elusive, but who knew that namelessness is no longer possible? Not only has the government sought new powers to know more about everyone inside United States borders, but eerily precise marketers have also merged medical, legal and mercantile records of each American's patterns and deeds, in hopes of matching person with product.     In ''Someone's Watching,'' tonight on the Discovery Times Channel, privacy experts forecast a most ominous moment in the foreseeable future. Very soon, the government could have full control of all sets of data, and citizens won't know when, how or why investigators are using these supposed facts.  """,2004-12-18,Arts & Ideas/Cultural Desk,b'As a Computer-Literate Big Brother Lurks',nyt://article/89dd36e6-6e72-5b06-8e27-b4a9b0828aa5,[],Arts,"b'Fame may be elusive, but who knew that namelessness is no longer possible? Not only has the government sought new powers to know more about everyone inside United States borders, but eerily precise marketers have also merged medical, legal and mer...'",The New York Times,"['Terrorism', 'Privacy']",Review,https://www.nytimes.com/2004/12/18/arts/television/as-a-computerliterate-big-brother-lurks.html,926.0
82,82,"b'Current and former government officials say CIA secretly operated holding and interrogation center within larger US military-run prison at Guantanamo Bay, Cuba; say CIA operation, which was used for questioning of terror suspects, was closed within last year (M)d'",2004-12-18,National Desk,b'Officials Describe Secret C.I.A. Center at Guant\xc3\xa1namo Bay',nyt://article/29decbf8-54d1-55b4-bc2d-08a975e72ff5,"['Guantanamo Bay Naval Base (Cuba)', 'Cuba', 'AFGHANISTAN']",U.S.,"b'Current and former government officials say CIA secretly operated holding and interrogation center within larger US military-run prison at Guantanamo Bay, Cuba; say CIA operation, which was used for questioning of terror suspects, was closed withi...'",The New York Times,"['United States International Relations', 'Military Bases and Installations', 'Prisoners of War', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2004/12/18/politics/officials-describe-secret-cia-center-at-guantanamo-bay.html,620.0
80,80,"b""Afghan officials say at least eight people were killed--four guards and four prisoners--when inmates from Al Qaeda tried to break out of Kabul's main prison (S)""",2004-12-18,Foreign Desk,b'8 Are Killed as Inmates Try to Escape Kabul Prison',nyt://article/99d312ad-d89f-5dfd-a058-27718d9b2eef,"['Kabul (Afghanistan)', 'AFGHANISTAN']",U.S.,"b""Afghan officials say at least eight people were killed--four guards and four prisoners--when inmates from Al Qaeda tried to break out of Kabul's main prison (S)""",The New York Times,"['United States International Relations', 'Prisoners of War', 'Guards', 'Prison Escapes', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2004/12/18/world/asia/8-are-killed-as-inmates-try-to-escape-kabul-prison.html,345.0
79,79,"b""Author Scott Atran Op-Ed article contends that two unlikely factors--maneuverings of Hamas, group US considers chief sponsor of terrorism, and widespread fear of chaos among Palestinians--are combining to create some hope in runup to election to choose Yasir Arafat's successor as head of Palestinian Authority; holds that best news is that Mahmoud Abbas, Arafat's successor as leader of Fatah faction, has emerged as candidate favored not only by Israel and US, but also by European Union and Hamas (M)1""",2004-12-18,Editorial Desk,b'Hamas May Give Peace a Chance',nyt://article/f7f12030-6130-5282-bc2c-d53ce64d6c81,['Israel'],Opinion,"b'Author Scott Atran Op-Ed article contends that two unlikely factors--maneuverings of Hamas, group US considers chief sponsor of terrorism, and widespread fear of chaos among Palestinians--are combining to create some hope in runup to election to c...'",The New York Times,"['United States International Relations', 'Palestinians', 'Elections', 'Terrorism']",Op-Ed,https://www.nytimes.com/2004/12/18/opinion/hamas-may-give-peace-a-chance.html,1125.0
55,55,"b""States in the New York metropolitan region are still falling far short of being able to respond effectively to a biological attack or other large-scale public health emergency, according to a study by a nonpartisan public health organization.    After three years and millions of dollars in federal assistance, the report found that ''bio-terrorism preparedness planning still lacks strategic direction, well-defined priorities and appropriate levels of resources to match the needs.''   """,2004-12-18,Metropolitan Desk,"b'Region Unable to Counter Biological Hit, Study Says'",nyt://article/bed30fcf-c77f-563e-82c0-821aa89007e0,"['New York State', 'New York City', 'New Jersey']",New York,"b'States in the New York metropolitan region are still falling far short of being able to respond effectively to a biological attack or other large-scale public health emergency, according to a study by a nonpartisan public health organization.    A...'",The New York Times,"['Biological and Chemical Warfare', 'Terrorism']",News,https://www.nytimes.com/2004/12/18/nyregion/region-unable-to-counter-biological-hit-study-says.html,883.0
